county_idx,floor_measure,log_radon,log_uppm
8,9,1.62924053973028,0.860511601679156
8,1,-0.693147180559945,0.860511601679156
8,1,-0.916290731874155,0.860511601679156
8,1,0.262364264467491,0.860511601679156
8,1,-0.916290731874155,0.860511601679156
8,9,-0.356674943938732,0.860511601679156
8,1,-0.356674943938732,0.860511601679156
8,1,-0.916290731874155,0.860511601679156
8,1,1.28093384546206,0.860511601679156
8,9,0.262364264467491,0.860511601679156
8,0,1.6094379124341,0.860511601679156
8,1,0.336472236621213,0.860511601679156
8,1,-0.356674943938732,0.860511601679156
8,1,-0.510825623765991,0.860511601679156
8,1,-0.356674943938732,0.860511601679156
72,1,-0.693147180559945,0.894891390508264
72,1,-1.20397280432594,0.894891390508264
72,1,0.470003629245736,0.894891390508264
72,1,0.832909122935104,0.894891390508264
72,1,-0.916290731874155,0.894891390508264
72,0,-0.510825623765991,0.894891390508264
72,9,-0.510825623765991,0.894891390508264
72,1,-0.356674943938732,0.894891390508264
72,1,2.41591377830105,0.894891390508264
72,1,1.09861228866811,0.894891390508264
72,1,0.182321556793955,0.894891390508264
72,1,-0.356674943938732,0.894891390508264
72,9,0.0953101798043249,0.894891390508264
72,1,1.19392246847243,0.894891390508264
72,1,0.78845736036427,0.894891390508264
72,1,-1.20397280432594,0.894891390508264
72,1,-1.6094379124341,0.894891390508264
72,9,-2.30258509299405,0.894891390508264
72,1,-1.6094379124341,0.894891390508264
72,1,1.30833281965018,0.894891390508264
72,1,0.916290731874155,0.894891390508264
72,9,0.741937344729377,0.894891390508264
72,1,-0.105360515657826,0.894891390508264
72,1,-0.22314355131421,0.894891390508264
72,1,-0.510825623765991,0.894891390508264
72,9,-0.510825623765991,0.894891390508264
72,1,1.33500106673234,0.894891390508264
72,1,0.693147180559945,0.894891390508264
72,1,-0.693147180559945,0.894891390508264
72,1,-0.356674943938732,0.894891390508264
72,1,-0.693147180559945,0.894891390508264
72,1,-0.22314355131421,0.894891390508264
72,1,0.832909122935104,0.894891390508264
72,1,0.262364264467491,0.894891390508264
72,1,1.77495235091167,0.894891390508264
72,1,-0.693147180559945,0.894891390508264
72,1,1.41098697371026,0.894891390508264
72,1,0.641853886172395,0.894891390508264
72,9,0.693147180559945,0.894891390508264
73,1,-0.916290731874155,0.750665807293217
73,0,0.8754687373539,0.750665807293217
73,1,-0.356674943938732,0.750665807293217
73,1,-2.30258509299405,0.750665807293217
73,1,1.41098697371026,0.750665807293217
73,1,-0.22314355131421,0.750665807293217
73,1,-0.510825623765991,0.750665807293217
73,1,-0.510825623765991,0.750665807293217
73,1,-1.6094379124341,0.750665807293217
73,1,-0.510825623765991,0.750665807293217
73,1,1.3609765531356,0.750665807293217
73,1,1.33500106673234,0.750665807293217
73,1,-0.510825623765991,0.750665807293217
73,1,1.19392246847243,0.750665807293217
73,1,-1.20397280432594,0.750665807293217
73,9,0,0.750665807293217
73,1,-1.6094379124341,0.750665807293217
73,1,0.182321556793955,0.750665807293217
73,1,0.405465108108164,0.750665807293217
73,1,-1.6094379124341,0.750665807293217
73,1,0.641853886172395,0.750665807293217
73,1,0.53062825106217,0.750665807293217
73,1,-0.105360515657826,0.750665807293217
73,1,-0.22314355131421,0.750665807293217
73,1,0.182321556793955,0.750665807293217
73,1,1.3609765531356,0.750665807293217
73,1,0.405465108108164,0.750665807293217
73,1,1.30833281965018,0.750665807293217
73,1,-1.20397280432594,0.750665807293217
73,0,1.33500106673234,0.750665807293217
73,1,-0.356674943938732,0.750665807293217
73,1,-0.510825623765991,0.750665807293217
73,1,0,0.750665807293217
73,1,0.693147180559945,0.750665807293217
73,1,-0.693147180559945,0.750665807293217
73,1,-0.693147180559945,0.750665807293217
73,9,0.182321556793955,0.750665807293217
73,1,-0.916290731874155,0.750665807293217
73,1,-1.6094379124341,0.750665807293217
73,0,0.641853886172395,0.750665807293217
73,1,-1.20397280432594,0.750665807293217
73,9,-1.6094379124341,0.750665807293217
73,1,-1.20397280432594,0.750665807293217
73,1,-0.356674943938732,0.750665807293217
73,1,-0.510825623765991,0.750665807293217
73,1,-0.22314355131421,0.750665807293217
73,1,-1.20397280432594,0.750665807293217
73,1,0.587786664902119,0.750665807293217
73,9,-0.22314355131421,0.750665807293217
73,1,0,0.750665807293217
73,1,0.182321556793955,0.750665807293217
73,1,-0.356674943938732,0.750665807293217
73,1,-1.20397280432594,0.750665807293217
73,1,0.78845736036427,0.750665807293217
73,1,-1.6094379124341,0.750665807293217
73,1,1.1314021114911,0.750665807293217
73,1,1.52605630349505,0.750665807293217
73,1,-0.916290731874155,0.750665807293217
73,1,0.993251773010283,0.750665807293217
73,1,-0.356674943938732,0.750665807293217
73,1,2.61006979274201,0.750665807293217
73,1,1.33500106673234,0.750665807293217
73,1,0.78845736036427,0.750665807293217
73,1,-0.105360515657826,0.750665807293217
73,1,0.0953101798043249,0.750665807293217
73,9,-2.30258509299405,0.750665807293217
73,1,0.262364264467491,0.750665807293217
73,1,-0.105360515657826,0.750665807293217
73,1,0.0953101798043249,0.750665807293217
73,1,2.27212588550934,0.750665807293217
73,1,-0.22314355131421,0.750665807293217
73,1,0.182321556793955,0.750665807293217
73,1,1.22377543162212,0.750665807293217
73,1,1.25276296849537,0.750665807293217
73,9,0.405465108108164,0.750665807293217
73,1,0.916290731874155,0.750665807293217
73,1,0.470003629245736,0.750665807293217
73,1,-0.510825623765991,0.750665807293217
73,1,-0.105360515657826,0.750665807293217
73,1,0.470003629245736,0.750665807293217
73,1,-0.693147180559945,0.750665807293217
73,1,1.50407739677627,0.750665807293217
73,1,2.12823170584927,0.750665807293217
73,1,2.56494935746154,0.750665807293217
73,1,0.262364264467491,0.750665807293217
